,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
8973,241812232,08/15/2024 12:00:00 AM,08/04/2024 12:00:00 AM,2240,18,Southeast,1829,2,354,THEFT OF IDENTITY,0922 0929 0930 0935 1822,38,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2000 E  CENTURY                      BL,,33.9457,-118.2368
8974,240212631,08/04/2024 12:00:00 AM,08/04/2024 12:00:00 AM,1600,2,Rampart,251,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,300 S  RAMPART                      BL,,34.0663,-118.2789
8975,240116104,08/04/2024 12:00:00 AM,08/04/2024 12:00:00 AM,1,1,Central,185,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,49,M,W,108.0,PARKING LOT,,,IC,Invest Cont,331,,,,900 S  BROADWAY,,34.0423,-118.2561
8976,240116090,08/04/2024 12:00:00 AM,08/04/2024 12:00:00 AM,1955,1,Central,161,1,480,BIKE - STOLEN,0344 1822,18,M,H,406.0,OTHER STORE,,,IC,Invest Cont,480,,,,800 S  FIGUEROA                     ST,,34.0483,-118.2631
8977,240117858,09/02/2024 12:00:00 AM,08/04/2024 12:00:00 AM,700,1,Central,147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,0,X,X,135.0,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,440,,,,400 S  SAN PEDRO                    ST,,34.0453,-118.2443
8978,241411898,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1515,14,Pacific,1458,2,900,VIOLATION OF COURT ORDER,0913 2038,38,F,B,108.0,PARKING LOT,,,IC,Invest Cont,900,,,,5000 S  SLAUSON                      AV,,33.9943,-118.408
8979,240811539,10/22/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1200,8,West LA,882,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,217.0,AUTO REPAIR SHOP,,,IC,Invest Cont,420,,,,2200    COLBY                        AV,,34.0359,-118.445
8980,241411955,08/07/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1600,14,Pacific,1483,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,8900    FALMOUTH                     AV,,33.9541,-118.4342
8981,240810029,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1556,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 2028,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
8982,241411920,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,20,14,Pacific,1495,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,67,M,O,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,6100    WESTCHESTER                  PK,,33.9523,-118.3906
8983,241711821,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1800,17,Devonshire,1768,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1602,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,341,,,,PLUMMER                      ST,SHOSHONE                     AV,34.2431,-118.5178
8984,241413224,09/16/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1640,14,Pacific,1403,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,440,,,,11200    SARDIS                       AV,,34.0299,-118.43
8985,241109788,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1201,11,Northeast,1128,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442,,,,6200    YORK                         BL,,34.1155,-118.1843
8986,240811135,10/01/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1035,8,West LA,857,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0377,49,F,F,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1400 S  CANFIELD                     AV,,34.0553,-118.3894
8987,241609928,08/21/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2250,16,Foothill,1658,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,65,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,7000    APPERSON                     ST,,34.2559,-118.284
8988,240510746,08/18/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1200,5,Harbor,504,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,19200    HARBORGATE                   WY,,33.8563,-118.3035
8989,240116163,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,638,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
8990,240710551,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1700,7,Wilshire,767,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,1400 S  NORTON                       AV,,34.0459,-118.3243
8991,240510611,08/09/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2115,5,Harbor,521,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 2028,0,X,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,343,,,,1700 N  GAFFEY                       ST,,33.7601,-118.2928
8992,241811971,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1,18,Southeast,1804,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 1822 0344,25,M,H,101.0,STREET,,,IC,Invest Cont,420,,,,900 E  87TH                         PL,,33.9584,-118.2586
8993,241214707,08/26/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1150,12,77th Street,1239,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,66,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,6100    MENLO                        AV,,33.9846,-118.2893
8994,241811980,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2230,18,Southeast,1835,1,330,BURGLARY FROM VEHICLE,1822 0344,30,M,H,101.0,STREET,,,IC,Invest Cont,330,,,,1300 E  104TH                        ST,,33.9425,-118.2517
8995,240118361,09/12/2024 12:00:00 AM,08/05/2024 12:00:00 AM,600,1,Central,138,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,300    WALL                         ST,,34.048,-118.2438
8996,241010392,08/07/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1400,10,West Valley,1029,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,16000    BASSETT                      ST,,34.1961,-118.4815
8997,240116395,08/09/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1500,1,Central,157,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101.0,STREET,,,IC,Invest Cont,522,,,,500 E  5TH                          ST,,34.0442,-118.2439
8998,241711803,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1750,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,0,X,X,205.0,GUN/SPORTING GOODS,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583
8999,241311887,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1630,13,Newton,1333,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,M,W,405.0,CLOTHING STORE,,,IC,Invest Cont,343,,,,3200 S  CENTRAL                      AV,,34.0174,-118.2621
9000,240116185,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,715,1,Central,119,2,888,TRESPASSING,0910 1501,0,X,X,900.0,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
9001,242010686,08/08/2024 12:00:00 AM,08/05/2024 12:00:00 AM,900,20,Olympic,2004,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,4600    ROSEWOOD                     AV,,34.079,-118.3046
9002,240810014,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,830,8,West LA,889,1,510,VEHICLE - STOLEN,,0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,1900 S  SHENANDOAH                   ST,,34.0444,-118.3839
9003,241109795,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,715,11,Northeast,1128,1,480,BIKE - STOLEN,0344,44,M,W,720.0,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,480,,,,6400 N  FIGUEROA                     ST,,34.1179,-118.1835
9004,241411963,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1427,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,42,M,K,402.0,MARKET,,,IC,Invest Cont,442,,,,6800    LA CIENEGA                   BL,,33.9761,-118.3726
9005,241711813,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1930,17,Devonshire,1755,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,29,M,H,101.0,STREET,,,IC,Invest Cont,745,,,,DEVONSHIRE                   ST,ZELZAH                       AV,34.2573,-118.5233
9006,240212720,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1,2,Rampart,239,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,300 N  BEAUDRY                      AV,,34.0622,-118.2523
9007,241010342,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1710,10,West Valley,1089,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,4600    GAVIOTA                      AV,,34.1548,-118.4814
9008,242110796,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,300,21,Topanga,2172,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1420 1606 0386,45,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,331,,,,5000    BODA                         PL,,34.1621,-118.6411
9009,240217155,11/17/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1735,2,Rampart,205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 1822,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,600 N  DILLON                       ST,,34.0786,-118.2788
9010,241910704,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2100,19,Mission,1912,1,330,BURGLARY FROM VEHICLE,0344,43,F,H,101.0,STREET,,,IC,Invest Cont,330,,,,13700    GLENOAKS                     BL,,34.3172,-118.4755
9011,240116564,08/11/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1730,1,Central,162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394,24,M,K,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,700 S  GRAND                        AV,,34.0473,-118.2566
9012,242010605,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,800,20,Olympic,2001,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,400 N  NORTON                       AV,,34.0785,-118.317
9013,240910836,08/09/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1130,9,Van Nuys,914,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1501,31,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,6900    KESTER                       AV,,34.196,-118.4575
9014,241109794,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1300,11,Northeast,1101,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,53,F,H,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,4700    CRYSTAL SPRINGS              DR,,34.1321,-118.2796
9015,241411885,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,232,14,Pacific,1494,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,100    WORLD                        WY,,33.9455,-118.4004
9016,240410118,09/15/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2000,4,Hollenbeck,423,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,1800    SICHEL                       ST,,34.064,-118.2128
9017,240116202,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1205,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
9018,241311933,08/07/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1645,13,Newton,1313,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,M,W,101.0,STREET,,,IC,Invest Cont,341,,,,1500    GRIFFITH                     AV,,34.0286,-118.2512
9019,242110821,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2135,21,Topanga,2128,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,28,F,H,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,331,,,,20400    SATICOY                      ST,,34.2084,-118.5778
9020,242110801,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1320,21,Topanga,2128,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2004 0344,40,M,V,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,7800    FLUFFY DUCKLING              LN,,34.2134,-118.5719
9021,240312934,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1600,3,Southwest,355,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,3700 S  WESTERN                      AV,,34.0219,-118.3133
9022,241910893,08/14/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1400,19,Mission,1966,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,9400    VAN NUYS                     BL,,34.2386,-118.4464
9023,241411967,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2130,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,64,M,O,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,300    WORLD                        WY,,33.9455,-118.4001
9024,241010385,08/07/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1400,10,West Valley,1047,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,36,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,17400    HATTERAS                     ST,,34.1762,-118.5123
9025,241711823,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,100,17,Devonshire,1747,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1602,61,M,B,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,331,,,,PETIT,KINGSBURY,34.2631,-118.4979
9026,241910662,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,900,19,Mission,1921,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,12600    TELFAIR                      AV,,34.2991,-118.4661
9027,240510721,08/16/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1,5,Harbor,559,2,649,DOCUMENT FORGERY / STOLEN FELONY,0924,0,X,X,213.0,WAREHOUSE,,,IC,Invest Cont,649,,,,800    WAYS                         ST,,33.7391,-118.2664
9028,240910711,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,35,9,Van Nuys,985,1,510,VEHICLE - STOLEN,,0,,,103.0,ALLEY,,,IC,Invest Cont,510,,,,14200    VENTURA                      BL,,34.1498,-118.4421
9029,240710578,08/07/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1617,7,Wilshire,722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0104 1822 0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442,,,,8400    BEVERLY                      BL,,34.0761,-118.3732
9030,240116143,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,750,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
9031,240409286,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,10,4,Hollenbeck,457,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,2800 E  CESAR E CHAVEZ               AV,,34.0469,-118.2032
9032,241109798,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2200,11,Northeast,1135,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,2000    WOLLAM                       ST,,34.1055,-118.227
9033,240710549,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2150,7,Wilshire,745,1,330,BURGLARY FROM VEHICLE,1300 0386 1601 1822 0344,28,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,1200 S  CLOVERDALE                   AV,,34.0535,-118.3495
9034,240116359,08/08/2024 12:00:00 AM,08/05/2024 12:00:00 AM,325,1,Central,182,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,56,M,W,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,745,,,,900 S  GRAND                        AV,,34.0444,-118.2593
9035,240313018,08/09/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1100,3,Southwest,397,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,1000 W  42ND                         ST,,34.0073,-118.2916
9036,240117860,09/02/2024 12:00:00 AM,08/05/2024 12:00:00 AM,700,1,Central,192,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,0,X,X,135.0,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,440,,,,1300 S  GRAND                        AV,,34.0389,-118.2643
9037,241109793,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,218,11,Northeast,1139,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,24,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,440,,,,5800 N  FIGUEROA                     ST,,34.1101,-118.1918
9038,240910721,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1030,9,Van Nuys,952,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,5200    VAN NUYS                     BL,,34.1649,-118.4487
9039,240810116,08/11/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1815,8,West LA,849,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1300,40,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,745,,,,1200 S  SHENANDOAH                   ST,,34.0554,-118.3816
9040,241910687,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2145,19,Mission,1955,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,14600    HIAWATHA                     ST,,34.2603,-118.4505
9041,241609809,08/14/2024 12:00:00 AM,08/05/2024 12:00:00 AM,400,16,Foothill,1602,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,DRONFIELD                    AV,LOUVRE                       ST,34.282,-118.4089
9042,241214205,08/08/2024 12:00:00 AM,08/05/2024 12:00:00 AM,711,12,77th Street,1231,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,49,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,4000 W  58TH                         PL,,33.988,-118.344
9043,241315656,12/19/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1200,13,Newton,1321,2,354,THEFT OF IDENTITY,0100,23,M,Z,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 W  ADAMS                        BL,,34.0289,-118.2686
9044,240911137,08/07/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1530,9,Van Nuys,923,1,352,PICKPOCKET,0344 1822,27,F,H,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,352,,,,14900    VANOWEN                      ST,,34.1939,-118.4574
9045,240711660,09/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,500,7,Wilshire,705,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,32,F,X,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,800 N  DETROIT                      ST,,34.0853,-118.3452
9046,241010344,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1850,10,West Valley,1015,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 1822,0,M,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,18200    SHERMAN                      WY,,34.2012,-118.5296
9047,242010744,08/08/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1805,20,Olympic,2017,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1602 1822,29,M,F,101.0,STREET,,,IC,Invest Cont,331,,,,KENMORE,2ND,34.0712,-118.2966
9048,240710560,08/07/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2200,7,Wilshire,734,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1822 0344,35,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,CURSON                       AV,COLGATE                      AV,34.0681,-118.356
9049,240810028,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1718,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 2028,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
9050,240212667,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1100,2,Rampart,246,2,888,TRESPASSING,0910 2052 1822 1501,0,X,X,904.0,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
9051,241811976,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2300,18,Southeast,1824,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,1100 E  102ND                        ST,,33.9441,-118.2565
9052,240710543,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1900,7,Wilshire,789,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,3500 W  WASHINGTON                   BL,,34.0399,-118.3225
9053,240313266,08/17/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1600,3,Southwest,318,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,1400 W  23RD                         ST,,34.0352,-118.289
9054,240116208,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1830,1,Central,163,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,58,F,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 W  7TH                          ST,,34.0445,-118.2523
9055,241311892,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,430,13,Newton,1347,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,36,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1500 E  MARTIN LUTHER KING JR        BL,,34.0113,-118.2493
9056,240116152,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,850,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
9057,241813813,10/10/2024 12:00:00 AM,08/05/2024 12:00:00 AM,300,18,Southeast,1838,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1822,35,F,B,101.0,STREET,,,IC,Invest Cont,956,,,,103RD                        ST,ANZAC                        ST,33.9431,-118.2379
9058,240611005,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1400,6,Hollywood,663,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0344 1501,52,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,1200    SEWARD                       ST,,34.0907,-118.3384
9059,240116174,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1410,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,20,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
9060,240810094,08/09/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2122,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0378,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
9061,241312035,08/10/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1750,13,Newton,1343,2,354,THEFT OF IDENTITY,0100,57,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 E  41ST                         ST,,34.0114,-118.2624
9062,240810009,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1017,8,West LA,852,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
9063,241609701,08/08/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1500,16,Foothill,1661,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,REMICK                       AV,BRANFORD                     ST,34.2401,-118.4143
9064,241712669,09/09/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1017,17,Devonshire,1764,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,28,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,9400    CORBIN                       AV,,34.241,-118.5623
